Experiment No,momentum,width,weight_decay,learning rate,batch_size,skip connection,batch normalization,train_loss,generalization gap,$\epsilon$ sharpness,Pac Bayes,$||H||_{F}$,Fisher norm,gradient norm of local entropy,Classical Entropy,Trace,Low pass filter
62,0.0,8,0.0005,0.0075,32,True,True,0.00410462124273181, 25.979995727539062,52.684835954258645,161944251.01677933,423.17054777004506,136.55117797851562,0.01903918758034706,0.017663301900029182,1381.3752348493435,4.025080735683441,
63,0.0,4,0.0,0.0075,32,False,True,0.007636359892785549, 26.08599853515625,53.33183684127755,57128525.742412455,478.31208757985615,416.29095458984375,0.009951948188245296,0.021577904000878334,1827.4247005694517,2.345224754214287,
64,0.0,6,0.0,0.0075,32,False,True,0.008765429258346558, 25.23999786376953,62.46968668264264,107988723.9228011,592.0784629168671,391.3106994628906,0.014551046304404736,0.02524162270128727,2271.890853581498,3.489955345392227,
65,0.0,8,0.0,0.0075,32,False,True,0.006037882063537836, 22.44000244140625,66.00366442722573,145844441.46385357,506.073240746831,270.6279602050781,0.018993161618709564,0.017052974551916122,1638.782148287603,5.917156376838684,
66,0.0,4,0.0001,0.0075,32,False,True,0.009314054623246193, 25.657997131347656,63.77901079250379,60640530.36343825,598.9212959563218,445.24627685546875,0.010039268992841244,0.02730700373649597,2202.4587926025406,2.2287227547168733,
67,0.0,6,0.0001,0.0075,32,False,True,0.006264084950089455, 24.035995483398438,60.736908783179054,92712458.92606096,446.49140879192737,361.30023193359375,0.014438113197684288,0.01863374374806881,1615.021068364228,3.6414253509044645,
68,0.0,8,0.0001,0.0075,32,False,True,0.006516959518194199, 22.686004638671875,62.481279419573255,143459183.74321917,489.8658776900061,234.69102478027344,0.01900717243552208,0.01934451051056385,1876.0553945608763,5.604305493831634,
69,0.0,4,0.0005,0.0075,32,False,True,0.009561965242028236, 25.136001586914062,50.17490280070475,50230869.12392159,491.62956074670694,385.2121276855469,0.009986873716115952,0.030046571046113968,1844.7420306727045,1.6203611260652542,
70,0.0,6,0.0005,0.0075,32,False,True,0.007402314338833094, 23.42200469970703,55.648335283241224,88423660.11560816,462.12449283174766,396.09149169921875,0.014472314156591892,0.022529035806655884,1771.9402419461062,2.8401022493839263,
71,0.0,8,0.0005,0.0075,32,False,True,0.008351363241672516, 22.089996337890625,46.19580538953197,130722136.51097496,522.7110518728297,280.4652099609375,0.01905222237110138,0.024448242038488388,1796.937704329821,4.936511157751084,
72,0.5,4,0.0,0.0075,32,True,True,0.006693725474178791, 24.699996948242188,41.2416955182918,42469945.70893145,300.67852953777725,144.40553283691406,0.009920910932123661,0.018248869106173515,1116.8489876148458,1.1974409916996955,
73,0.5,6,0.0,0.0075,32,True,True,0.00683383084833622, 24.013999938964844,44.1187183770062,77639578.83646335,369.1292964531534,149.0779571533203,0.014543918892741203,0.019213521853089333,1130.8020908665808,2.052323650717735,
74,0.5,8,0.0,0.0075,32,True,True,0.006329015363007784, 24.024002075195312,40.43460451972772,104744989.85410187,274.02945211235965,118.06721496582031,0.019126886501908302,0.017291149124503136,1103.619824693938,2.5816920053958894,
75,0.5,4,0.0001,0.0075,32,True,True,0.009263349696993828, 24.73999786376953,46.93205391354839,42875582.12983023,349.17023292729294,174.78663635253906,0.010057268664240837,0.024968096986413002,1376.5921448015035,1.1306534221768378,
76,0.5,6,0.0001,0.0075,32,True,True,0.006438068114221096, 23.972000122070312,51.48222693278754,71650381.97635436,307.844357488488,115.98927307128906,0.014528459869325161,0.019429128617048264,1085.6598323236858,1.710034351348877,
77,0.5,8,0.0001,0.0075,32,True,True,0.004876676946878433, 22.763999938964844,58.02103806580284,98473923.21754342,203.0702330014175,66.69485473632812,0.019096525385975838,0.013742639683187008,846.6568273291111,2.4769893819093705,
78,0.5,4,0.0005,0.0075,32,True,True,0.007738630287349224, 24.311996459960938,40.58126542922967,32346176.884056497,284.98026247443875,94.582275390625,0.009890981018543243,0.024386731907725334,907.3952948394151,0.7495430281758308,
79,0.5,6,0.0005,0.0075,32,True,True,0.009731048718094826, 22.702003479003906,38.679809851275415,62973325.21439704,274.39705207509064,187.7901611328125,0.01462554931640625,0.027465660125017166,1213.686233471535,1.3845412939786912,
80,0.5,8,0.0005,0.0075,32,True,True,0.006922175642102957, 22.209999084472656,46.00382442908943,103148009.17107028,288.8325504293102,124.82017517089844,0.019118979573249817,0.02169215679168701,983.1546482643223,1.7816820096969606,
81,0.5,4,0.0,0.0075,32,False,True,0.0055649359710514545, 22.333999633789062,41.42713882099707,29948064.251213375,225.68555281630236,287.09210205078125,0.009792492724955082,0.01569569669663906,944.9605314971525,1.063164878487587,
82,0.5,6,0.0,0.0075,32,False,True,0.009351303800940514, 21.5,60.65561442296255,66346914.44096667,440.8207721115238,558.3319091796875,0.014591754414141178,0.02194753661751747,1426.879027109817,1.9684729528427125,
83,0.5,8,0.0,0.0075,32,False,True,0.009393901564180851, 19.76800537109375,47.963098022926964,90685849.42099288,473.6187318138927,340.1821594238281,0.01909482292830944,0.02274893783032894,1436.177251521957,2.6580864465236664,
84,0.5,4,0.0001,0.0075,32,False,True,0.006636383477598429, 22.192001342773438,40.44185372925106,29951039.93394175,262.6980651575112,219.03585815429688,0.009838555939495564,0.018442947417497635,932.323319893382,0.9810410258173943,
85,0.5,6,0.0001,0.0075,32,False,True,0.0062110405415296555, 21.16199493408203,35.280734448717666,53475951.61710531,258.8269813021819,208.91195678710938,0.014418978244066238,0.0171163622289896,965.757286075047,1.4611439102888106,
86,0.5,8,0.0001,0.0075,32,False,True,0.007773119490593672, 19.650001525878906,44.269160670668825,82694008.36366595,268.736482218176,222.56263732910156,0.019041238352656364,0.018975568935275078,1086.4899080915056,2.440244111418724,
87,0.5,4,0.0005,0.0075,32,False,True,0.009890367276966572, 20.994003295898438,32.36776826167653,21561114.297086205,172.95308476939636,202.79342651367188,0.009967626072466373,0.025865426287055016,718.9363983026901,0.41373691737651824,
88,0.5,6,0.0005,0.0075,32,False,True,0.009734202176332474, 19.711997985839844,40.94410111273609,44511507.09849169,257.38703529412663,209.41107177734375,0.014510520733892918,0.027091646566987038,931.5856772231942,0.8597765502333641,
89,0.5,8,0.0005,0.0075,32,False,True,0.0075854104943573475, 20.176002502441406,48.64798818836098,68900313.94901425,226.36922790818986,215.96743774414062,0.019019978120923042,0.021636949852108955,912.7311037724457,1.8745658892393111,
90,0.9,4,0.0,0.0075,32,True,True,0.007161114830523729, 19.125999450683594,23.3912765792061,13572750.12660492,84.70572336219378,71.03507995605469,0.009851602837443352,0.015367366373538971,317.2315238239751,0.14066840048879384,
91,0.9,6,0.0,0.0075,32,True,True,0.00883402954787016, 18.832000732421875,31.208485508780907,21243644.061368782,112.88828825436234,78.31505584716797,0.014555067755281925,0.017494123429059982,318.98739501239925,0.14117814581841232,
92,0.9,8,0.0,0.0075,32,True,True,0.009228196926414967, 18.220001220703125,24.997725196627133,27621945.169823762,88.2585507321741,103.78507995605469,0.01913158968091011,0.016972452402114868,315.72681012463175,0.17983305513858794,
93,0.9,4,0.0001,0.0075,32,True,True,0.0081807104870677, 19.573997497558594,20.951284261025375,9928945.782609241,71.19976984908378,65.45059967041016,0.009831491857767105,0.018603315576910973,273.58732730141145,0.09388374865055084,
94,0.9,6,0.0001,0.0075,32,True,True,0.009847561828792095, 18.954002380371094,26.915218741360718,18507222.66467935,88.47939323562153,84.16036987304688,0.014540902338922024,0.02043931744992733,290.3094956259552,0.12268107261508704,
95,0.9,8,0.0001,0.0075,32,True,True,0.006473677232861519, 17.71600341796875,21.60395634731246,21384960.439397946,64.41074932731532,70.63507843017578,0.019050974398851395,0.015611939132213593,202.5718939164921,0.09943655118346215,
96,0.9,4,0.0005,0.0075,32,True,True,0.0038466029800474644, 14.463996887207031,8.264685616811718,3024425.297132362,7.189762455991435,17.377845764160156,0.0095744663849473,0.019819336012005806,31.89261366892592,0.016101312190294266,
97,0.9,6,0.0005,0.0075,32,True,True,0.0026738476008176804, 13.889999389648438,5.57300947095287,3960051.34836273,4.036329041738138,10.787860870361328,0.014301988296210766,0.01512300968170166,17.48589199787972,0.010864487988874317,
98,0.9,8,0.0005,0.0075,32,True,True,0.0021613426506519318, 13.548004150390625,4.783267809228178,5264550.279051052,3.1154489664530285,8.784469604492188,0.018954914063215256,0.012929946184158325,12.189929672880695,0.008640607800334692,
99,0.9,4,0.0,0.0075,32,False,True,0.00840560533106327, 17.78400421142578,22.590206609878734,9727607.06123366,114.06430649254393,210.84341430664062,0.009879515506327152,0.016577960923314095,372.2320690903407,0.1538213724642992,
100,0.9,6,0.0,0.0075,32,False,True,0.00980369932949543, 16.63800048828125,19.660256684670724,16214257.65634508,98.78882741421218,181.50489807128906,0.014478744007647038,0.017748182639479637,355.3357603392206,0.15279153443872928,
101,0.9,8,0.0,0.0075,32,False,True,0.006737173069268465, 15.650001525878906,21.162875821096648,23701853.242937073,73.43916553962367,111.7467041015625,0.018948812037706375,0.013578169979155064,249.99423228711052,0.1448735050857067,
102,0.9,4,0.0001,0.0075,32,False,True,0.005026848055422306, 17.20800018310547,17.62132499332675,6835925.596198668,40.3388812660549,107.64042663574219,0.009637911804020405,0.013057654723525047,167.4637592073583,0.06977437648922205,
103,0.9,6,0.0001,0.0075,32,False,True,0.00812019407749176, 15.928001403808594,23.323473535718687,12003701.748361055,67.65205313195418,110.36865997314453,0.014401596039533615,0.015965532511472702,207.0738036549568,0.09114165525883436,
104,0.9,8,0.0001,0.0075,32,False,True,0.0062805358320474625, 15.470001220703125,23.67615225795597,16702752.159681166,60.59169913367878,88.96434020996094,0.018927330151200294,0.012930124998092651,173.90975535712465,0.08924399428069592,
105,0.9,4,0.0005,0.0075,32,False,True,0.0046197641640901566, 13.760002136230469,9.046743355899117,2835983.1567186234,13.460474432509509,46.06175231933594,0.009508333168923855,0.02308071404695511,48.59178546171679,0.021672725584357976,
106,0.9,6,0.0005,0.0075,32,False,True,0.003674522042274475, 12.841995239257812,5.853557235865422,3861317.7779065203,6.61355552397507,26.67647933959961,0.014194512739777565,0.020050974562764168,27.137435883465216,0.015190821401774883,
107,0.9,8,0.0005,0.0075,32,False,True,0.0024664457887411118, 12.830001831054688,4.763984986039192,4628719.158057202,3.372393555315149,17.872840881347656,0.01880999654531479,0.015255549922585487,16.63454031697268,0.010571986213326454,
108,0.0,4,0.0,0.005,32,True,True,0.008931304328143597, 29.972000122070312,76.64811457947367,92493702.33317728,851.0376019894774,322.556884765625,0.010026654228568077,0.031725212931632996,2997.1025568109867,2.941086332798004,
109,0.0,6,0.0,0.005,32,True,True,0.005777174141258001, 28.970001220703125,82.14420524606071,172789206.08481172,659.9353424768217,215.87940979003906,0.014504910446703434,0.02357475273311138,2339.3557178528445,4.777263991832733,
110,0.0,8,0.0,0.005,32,True,True,0.0032209993805736303, 26.93199920654297,68.06770324924351,223234696.7172113,410.26854772209873,124.4105224609375,0.0190203208476305,0.015110330656170845,1521.7035422616004,6.262547307014465,
111,0.0,4,0.0001,0.005,32,True,True,0.007404346019029617, 29.472000122070312,70.10297212802644,84294403.6072684,699.6462052351889,200.96197509765625,0.009943000972270966,0.027568500488996506,2485.50823904512,3.0460666537284853,
112,0.0,6,0.0001,0.005,32,True,True,0.009236207231879234, 28.651992797851562,90.87146092770467,169146900.51349965,1019.7239822618668,350.8673095703125,0.014659571461379528,0.03162897750735283,3188.31670090931,4.400214478969574,
113,0.0,8,0.0001,0.005,32,True,True,0.00813447218388319, 28.839996337890625,103.63649351548194,247822796.38748756,1206.1833401270305,270.45166015625,0.019194884225726128,0.02985001914203167,3240.495389197701,6.053340890407562,
114,0.0,4,0.0005,0.005,32,True,True,0.009230113588273525, 29.606002807617188,83.02123893615136,77198610.02323532,890.3271519503379,323.7796325683594,0.010042766109108925,0.0343284085392952,2793.3666310604294,2.5331510663032533,
115,0.0,6,0.0005,0.005,32,True,True,0.009683556854724884, 29.69000244140625,91.82351710850698,152107998.69893104,935.391161493415,399.5369567871094,0.014672987163066864,0.03406122699379921,3217.734118759333,4.5929140436649325,
116,0.0,8,0.0005,0.005,32,True,True,0.004945243243128061, 28.1300048828125,68.55174356587293,224832762.52987573,643.4744555924501,173.25027465820312,0.01906721293926239,0.021476134657859802,2024.5762521135093,5.417229251861572,
117,0.0,4,0.0,0.005,32,False,True,0.009220719337463379, 27.18000030517578,77.87131229373752,77525913.81042783,727.7185668237413,729.5069580078125,0.010036997497081757,0.027777941897511482,2914.062370316618,3.5817828822135924,
118,0.0,6,0.0,0.005,32,False,True,0.008426056243479252, 27.573997497558594,80.92387791383202,128007838.43314056,927.2617955572202,749.6477661132812,0.01455533504486084,0.026926765218377113,3056.3080813831425,5.523650021553039,
119,0.0,8,0.0,0.005,32,False,True,0.005560926161706448, 25.461997985839844,63.7701921191463,177645639.97619608,552.2374376117577,426.5119934082031,0.01896764524281025,0.0196424201130867,2257.154288200669,8.816451015472412,
120,0.0,4,0.0001,0.005,32,False,True,0.00890552531927824, 27.56999969482422,47.24353755475696,76717291.15199015,683.0392100750879,555.8834838867188,0.009970555081963539,0.029936928302049637,2832.104489535944,2.9680286967754363,
121,0.0,6,0.0001,0.005,32,False,True,0.0062041752971708775, 25.849998474121094,80.7136435876972,120784406.57835206,635.2317736464385,339.529296875,0.014441631734371185,0.0195454154163599,2120.4175560843673,4.96930677652359,
122,0.0,8,0.0001,0.005,32,False,True,0.009548335336148739, 26.288002014160156,85.70340554729263,210671200.65897787,1030.8352802460731,737.537109375,0.019116399809718132,0.029203107580542564,3359.991796874481,10.039208116531372,
123,0.0,4,0.0005,0.005,32,False,True,0.008551320992410183, 26.68999481201172,78.33511811725319,66495022.12918683,668.4580437469505,452.9364929199219,0.009956663474440575,0.028947679325938225,2419.256538218602,2.527935411930084,
