exp_num,width,batchnorm,skip,opt,epoch,lr,wd,bs,mo,lrdecay,trainloss,trainerr,valloss,valerr,flatness,div
1724,8, False, False, sgd,250,0.005,0.0001,64,0.9, False,0.003175415,0.090000051,1.90691403,26.32,0.026822747,2.016612146
238,6, True, True, sgd,250,0.05,0.0001,16,0.5, True,0.000165517,0,0.553822858,13.59,0.044855569,2.016600434
1458,4, False, True, sgd,250,0.01,0,32,0, False,7.51E-07,0,2.998856276,24.47,0.03137402,2.016579498
1885,6, False, False, sgd,250,0.05,0.0001,64,0.9, True,2.302584967,90,2.302585006,90,12.47826218,2.016537469
2,8, True, True, sgd,250,0.005,0,16,0, True,7.49E-06,0,1.205218164,22.87,0.00533414,2.016537434
401,8, True, True, sgd,250,0.005,0.0001,32,0.5, False,2.17E-05,0,1.027553124,23.44,0.004303677,2.016534883
490,6, True, True, sgd,250,0.01,0.0001,32,0, False,2.54E-05,0,1.012345738,23.62,0.006427832,2.016530239
787,6, True, False, sgd,250,0.01,0.0001,6.40E+01,0.5, True,3.18E-05,0,0.991312416,20.63,0.007503063,2.016501886
1399,6, False, False, sgd,250,0.005,0.0001,3.20E+01,0.9, False,0.013737669,0.334000049,1.529530562,25.94,0.066979058,2.016488084
262,6, True, False, sgd,250,0.05,0,16,0.9, True,4.03E-06,0,0.959226319,13.91,0.075764656,2.016460362
1063,6, False, True, sgd,250,0.005,0,1.60E+01,0.9, False,2.302855637,90,2.302855663,90,6.779161647,2.016413652
1510,6, False, False, sgd,250,0.01,0.01,32,0.9, False,2.303349253,90.00000001,2.303349419,90,6.740927964,2.016381469
1505,8, False, False, sgd,250,0.01,0,32,0.9, False,2.303077193,90.00000001,2.303077114,90,8.61737598,2.01637971
1084,6, False, True, sgd,250,0.01,0.0001,16,0, True,4.28E-05,0,1.780397443,22.7,0.047422196,2.016365156
433,6, True, True, sgd,250,0.01,0,32,0, True,1.14E-05,0,1.308817744,23.65,0.005693949,2.016316479
1906,6, False, False, sgd,250,0.05,0.01,64,0, False,0.796945197,27.05399998,1.799863384,53.18,0.103628317,2.016298121
275,8, True, True, sgd,250,0.05,0.0001,16,0, False,0.004197893,0.116,0.695022457,14.65,0.022264776,2.016287899
1866,4, False, False, sgd,250,0.05,0.0001,64,0.5, True,8.07E-05,0,2.319273293,24.17,0.059350593,2.016287179
1075,6, False, False, sgd,250,0.005,0.0001,16,0.9, False,0.01868343,0.551999973,1.208403687,21.79,0.114307064,2.016279657
46,6, True, False, sgd,250,0.005,0,16,0.9, True,5.69E-06,0,0.872514463,14.42,0.022125246,2.016273568
1624,6, False, True, sgd,250,0.005,0.0001,64,0, True,7.33E-05,0,2.705414363,28.28,0.03952158,2.016228306
383,8, True, True, sgd,250,0.005,0.0001,3.20E+01,0, False,9.70E-06,0,1.33992861,26.46,0.002682437,2.016210704
578,8, True, True, sgd,250,0.05,0,3.20E+01,0.9, True,3.28E-06,0,0.952917087,14.04,0.042771492,2.016195243
891,4, True, False, sgd,250,0.05,0,6.40E+01,0.5, True,7.40E-06,0,1.032496822,16.74,0.013961912,2.016177734
144,4, True, True, sgd,250,0.01,0,16,0.9, True,1.22E-05,0,0.909897294,15.43,0.014993227,2.016139455
1012,6, False, True, sgd,250,0.005,0.0001,1.60E+01,0.9, True,0.000133658,0,1.324521789,19.53,0.107070673,2.016137244
1723,6, False, False, sgd,250,0.005,0.0001,64,0.9, False,4.96E-05,0,2.326302013,26.22,0.022019514,2.016127535
1715,8, False, True, sgd,250,0.005,0.0001,6.40E+01,0.9, False,0.010973803,0.339999998,2.76426829,31.35,0.023916782,2.01609486
751,6, True, False, sgd,250,0.005,0.0001,64,0.9, False,7.61E-05,0,0.672895589,15.62,0.014418513,2.016086817
1343,8, False, False, sgd,250,0.005,0,32,0.9, True,1.27E-05,0,2.5540845,23.1,0.047168271,2.016082358
857,8, True, False, sgd,250,0.01,0,64,0.9, False,7.69E-07,0,0.979692573,15.19,0.010783765,2.01605578
576,4, True, True, sgd,250,0.05,0,3.20E+01,0.9, True,3.31E-06,0,1.069726853,15.2,0.039860792,2.016008032
328,6, True, True, sgd,250,0.005,0.0001,3.20E+01,0, True,3.53E-05,0,1.406135022,27.35,0.004916927,2.015979058
1876,6, False, True, sgd,250,0.05,0.0001,6.40E+01,0.9, True,0.000738708,0,1.311567224,22.07,0.300758886,2.015978619
397,6, True, True, sgd,250,0.005,0,3.20E+01,0.5, False,3.70E-06,0,1.415715219,23.69,0.002856879,2.015957693
31,6, True, False, sgd,250,0.005,0.0001,1.60E+01,0.5, True,2.76E-05,0,0.851569748,17.56,0.009920075,2.015956891
1185,4, False, False, sgd,250,0.01,0.01,16,0.9, False,2.302701335,90,2.302701261,90,7.905478482,2.015941218
797,8, True, True, sgd,250,0.01,0.0001,64,0.9, True,0.000101301,0,0.704937429,17.22,0.010494735,2.015928571
368,8, True, True, sgd,250,0.005,0.01,3.20E+01,0.9, True,0.018939951,0,0.331115558,9.59,0.007434579,2.015921764
1400,8, False, False, sgd,250,0.005,0.0001,3.20E+01,0.9, False,0.030936907,0.949999968,1.580714444,25.7,0.043056805,2.015904151
1507,6, False, False, sgd,250,0.01,0.0001,3.20E+01,0.9, False,0.020029852,0.589999973,1.193641593,22.03,0.097327116,2.015855011
101,8, True, False, sgd,250,0.005,0,1.60E+01,0.9, False,6.00E-07,0,0.958758755,13.95,0.013496239,2.015828121
1328,8, False, False, sgd,250,0.005,0.0001,32,0.5, True,3.26E-05,0,2.951019606,29.64,0.029594458,2.015791921
215,8, True, False, sgd,250,0.01,0.01,16,0.9, False,1.606591273,55.07400002,1.61429799,55.34,0.283626706,2.015782251
1280,8, False, True, sgd,250,0.05,0,16,0.9, False,1.883407303,70.026,1.874385052,69.5,2.12494994,2.01577848
1468,6, False, False, sgd,250,0.01,0,3.20E+01,0, False,4.26E-07,0,4.755035613,32.5,0.020155337,2.015753671
1934,8, False, True, sgd,250,0.05,0.01,6.40E+01,0.9, False,1.742746777,64.92799998,1.746820298,65.34,0.308493811,2.015682881
712,6, True, False, sgd,250,0.005,0,64,0, False,6.36E-05,0,1.759698608,30.23,0.003072388,2.015677027
406,6, True, False, sgd,250,0.005,0,3.20E+01,0.5, False,7.92E-06,0,1.175107848,20.69,0.005222773,2.01565983
533,8, True, False, sgd,250,0.01,0,32,0.9, False,3.34E-07,0,0.898094404,13.57,0.014247371,2.01565266
1209,4, False, True, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000707913,0,1.398166812,22.59,0.29727953,2.015630277
669,4, True, True, sgd,250,0.005,0.0001,64,0.5, True,0.000128498,0,1.490358363,27.95,0.003811147,2.015615773
1801,6, False, True, sgd,250,0.01,0,64,0.5, False,5.83E-07,0,2.804211499,23.65,0.027728678,2.015610699
882,4, True, True, sgd,250,0.05,0,64,0.5, True,7.05E-06,0,1.082579382,17.95,0.010066117,2.015586684
1207,6, False, True, sgd,250,0.05,0,16,0.5, True,1.429130416,46.74,1.61601751,51.78,1.855501777,2.015585404
450,4, True, True, sgd,250,0.01,0,3.20E+01,0.5, True,1.01E-05,0,1.250764194,21.1,0.006560537,2.015584628
1216,6, False, False, sgd,250,0.05,0,16,0.5, True,2.302585168,90,2.302585328,90,8.080348752,2.015582547
274,6, True, True, sgd,250,0.05,0.0001,1.60E+01,0, False,0.001379549,0.032,0.690496115,15.06,0.010657357,2.015539538
136,6, True, False, sgd,250,0.01,0,16,0.5, True,7.41E-06,0,0.879876788,15.6,0.012329898,2.015496008
1905,4, False, False, sgd,250,0.05,0.01,6.40E+01,0, False,2.30261741,90,2.302617517,90,9.011875475,2.015475476
67,6, True, False, sgd,250,0.005,0.0001,1.60E+01,0, False,3.03E-05,0,0.864565758,19.78,0.007256768,2.015453825
920,8, True, True, sgd,250,0.05,0,64,0, False,2.25E-05,0,1.18237701,19.59,0.001815515,2.015452958
1597,6, False, False, sgd,250,0.05,0.0001,3.20E+01,0.5, False,0.026507063,0.838000049,1.954284118,30.54,0.105383114,2.01542503
1821,4, False, True, sgd,250,0.01,0.0001,64,0.9, False,0.026814935,0.832000046,1.321539331,22.23,0.047259851,2.015362026
1628,8, False, True, sgd,250,0.005,0.01,64,0, True,0.010646873,0,1.267170566,27.1,0.087883001,2.015358732
1100,8, False, True, sgd,250,0.01,0,16,0.5, True,1.11E-05,0,1.817278217,19.51,0.047006109,2.015350793
140,8, True, False, sgd,250,0.01,0.0001,1.60E+01,0.5, True,3.41E-05,0,0.668560744,14.42,0.014634973,2.015320888
1355,8, False, True, sgd,250,0.005,0.0001,3.20E+01,0, False,6.43E-05,0,2.429367843,26.27,0.007513941,2.015289087
667,6, True, True, sgd,250,0.005,0,64,0.5, True,8.13E-05,0,1.495981152,28.24,0.004203716,2.015287065
1079,8, False, False, sgd,250,0.005,0.01,16,0.9, False,1.751695042,66.39399999,1.745092211,66.41,0.163300479,2.015261537
1173,4, False, True, sgd,250,0.01,0.0001,16,0.9, False,0.037649058,1.209999968,1.180217,22.93,0.145415142,2.015238391
1653,4, False, False, sgd,250,0.005,0.01,6.40E+01,0.5, True,0.006786625,0,2.588429653,39.27,0.067708032,2.015236901
1262,8, False, True, sgd,250,0.05,0,1.60E+01,0.5, False,0.502433664,16.25800001,1.243558495,34.41,0.635506837,2.015236199
129,4, True, True, sgd,250,0.01,0.0001,1.60E+01,0.5, True,7.20E-05,0.002,0.901119865,18.25,0.007932502,2.015232456
1775,8, False, False, sgd,250,0.01,0,64,0.9, True,1.28E-05,0,2.795677057,24.19,0.047713334,2.01521695
1174,6, False, True, sgd,250,0.01,0.0001,1.60E+01,0.9, False,0.026294006,0.856000046,1.090300531,20.91,0.084584623,2.015206248
182,8, True, True, sgd,250,0.01,0,16,0.5, False,1.28E-06,0,1.142168104,17.61,0.005769349,2.015203271
22,6, True, True, sgd,250,0.005,0.0001,1.60E+01,0.5, True,1.37E-05,0,0.88716935,18.31,0.007226546,2.015188785
92,8, True, True, sgd,250,0.005,0,16,0.9, False,1.03E-06,0,1.052142769,15.44,0.00620667,2.01517558
811,6, True, True, sgd,250,0.01,0,64,0, False,1.17E-05,0,1.762437929,28.5,0.003918586,2.015174384
1459,6, False, True, sgd,250,0.01,0,3.20E+01,0, False,5.63E-07,0,2.938159245,24.73,0.02740005,2.0151505
489,4, True, True, sgd,250,0.01,0.0001,3.20E+01,0, False,6.18E-05,0,1.13871203,24.64,0.003875118,2.015129068
949,6, True, False, sgd,250,0.05,0.0001,6.40E+01,0.5, False,0.000162416,0,0.519504318,13.05,0.023233714,2.015117373
1490,8, False, False, sgd,250,0.01,0.0001,32,0.5, False,4.76E-05,0,3.174465466,28.4,0.014370422,2.015114469
1584,4, False, True, sgd,250,0.05,0,32,0.5, False,0.414669584,11.65600006,1.813933023,33.85,0.745239783,2.015105274
1812,4, False, False, sgd,250,0.01,0.0001,64,0.5, False,4.12E-05,0,3.489308041,33.72,0.036023265,2.014992592
1492,6, False, False, sgd,250,0.01,0.01,3.20E+01,0.5, False,0.549525055,17.21200003,1.73423178,52.68,0.145771097,2.014982536
985,6, False, False, sgd,250,0.005,0.0001,1.60E+01,0, True,3.45E-05,0,3.188616495,31.3,0.030271331,2.014855573
831,4, True, True, sgd,250,0.01,0.0001,6.40E+01,0.5, False,5.07E-05,0,1.201829141,25.44,0.004681625,2.014794487
1086,4, False, True, sgd,250,0.01,0.01,1.60E+01,0, True,0.010516828,0,1.12499372,24.61,0.073030721,2.014790849
1586,8, False, True, sgd,250,0.05,0,32,0.5, False,0.397751315,9.102000066,2.18879086,33.47,0.411610628,2.014778717
1559,8, False, False, sgd,250,0.05,0,32,0.9, True,2.30258522,90,2.30258516,90,9.772496106,2.014744139
881,8, True, False, sgd,250,0.05,0.01,64,0, True,0.024818298,0,0.325753597,9.1,0.017666952,2.014721195
1200,4, False, False, sgd,250,0.05,0.0001,16,0, True,0.000295856,0,2.568189297,22.5,0.121396629,2.014629353
280,6, True, False, sgd,250,0.05,0,16,0, False,9.01E-07,0,1.003409952,14.08,0.014804298,2.014593131
1796,8, False, False, sgd,250,0.01,0.0001,64,0, False,3.17E-05,0,3.209826237,35.26,0.032705739,2.0145712
1552,6, False, True, sgd,250,0.05,0.0001,3.20E+01,0.9, True,0.00241104,0,2.214670047,29.71,0.500926409,2.01455345
1088,8, False, True, sgd,250,0.01,0.01,16,0, True,0.009381693,0,1.172094408,26.74,0.042978684,2.014536096
1799,8, False, False, sgd,250,0.01,0.01,64,0, False,2.302586337,90,2.302586374,90,6.455729273,2.014525551
643,6, True, False, sgd,250,0.05,0.0001,32,0.9, False,0.14919827,4.840000032,0.797128577,19.67,0.055684021,2.014506392
1188,4, False, True, sgd,250,0.05,0,16,0, True,7.21E-05,0,2.350342181,24.17,0.168847958,2.014482313
524,8, True, True, sgd,250,0.01,0,3.20E+01,0.9, False,1.95E-07,0,1.031026748,15.22,0.005294795,2.014453163
1688,8, False, False, sgd,250,0.005,0.0001,64,0, False,2.58E-05,0,3.421420969,36.63,0.028546612,2.014434085
1576,6, False, False, sgd,250,0.05,0,3.20E+01,0, False,0.129643711,3.40000009,2.570065456,33.12,0.113141706,2.014429337
1928,8, False, True, sgd,250,0.05,0,64,0.9, False,1.494760077,50.83400001,1.634066354,54.43,1.348126666,2.014428526
478,6, True, False, sgd,250,0.01,0,3.20E+01,0.9, True,3.54E-06,0,0.917479955,14.85,0.016895104,2.014424235
542,8, True, True, sgd,250,0.05,0,3.20E+01,0, True,4.34E-06,0,0.981827658,16.24,0.004109238,2.014418304
1205,8, False, False, sgd,250,0.05,0.01,16,0, True,2.302585079,90,2.302585163,90,8.390412019,2.014364597
112,6, True, True, sgd,250,0.01,0.0001,1.60E+01,0, True,1.79E-05,0,0.94787984,19.11,0.008442179,2.014331939
451,6, True, True, sgd,250,0.01,0,32,0.5, True,7.03E-06,0,1.138588857,20.09,0.002883018,2.014326157
1123,6, False, True, sgd,250,0.01,0.01,16,0.9, True,0.012361411,0,0.994523197,22.18,0.00854782,2.014322006
1659,4, False, True, sgd,250,0.005,0.0001,64,0.9, True,5.27E-05,0,1.666614981,20.33,0.057040104,2.014292074
307,6, True, True, sgd,250,0.05,0,16,0.9, False,9.27E-07,0,1.041688048,13.9,0.007172099,2.014285673
851,8, True, True, sgd,250,0.01,0.0001,64,0.9, False,0.000246873,0.002,0.589439093,14.06,0.013959362,2.01427303
940,6, True, True, sgd,250,0.05,0.0001,64,0.5, False,0.000165844,0,0.614514642,14.81,0.008074044,2.014261613
589,6, True, False, sgd,250,0.05,0.0001,32,0.9, True,0.000326466,0,0.479915451,11.9,0.064035111,2.014259344
248,8, True, False, sgd,250,0.05,0.0001,16,0.5, True,0.000211365,0,0.527153531,12.66,0.0471661,2.014199712
1519,6, False, True, sgd,250,0.05,0.01,3.20E+01,0, True,0.011818233,0,1.082851425,24.31,0.02798471,2.014197139
38,8, True, True, sgd,250,0.005,0,1.60E+01,0.9, True,3.13E-06,0,0.91501454,15.41,0.015568908,2.014172156
779,8, True, True, sgd,250,0.01,0.0001,6.40E+01,0.5, True,9.67E-05,0,1.112963242,23.76,0.005338556,2.014168057
1317,4, False, True, sgd,250,0.005,0.0001,32,0.5, True,4.80E-05,0,2.057264076,23.32,0.040659497,2.014165836
1829,8, False, False, sgd,250,0.01,0,6.40E+01,0.9, False,0.012415514,0.361999973,2.524501799,25.71,0.075204593,2.014163061
1362,4, False, False, sgd,250,0.005,0.0001,32,0, False,2.97E-05,0,3.530756149,35.96,0.032088508,2.014162203
272,8, True, True, sgd,250,0.05,0,1.60E+01,0, False,1.08E-06,0,1.025909413,14.73,0.007191041,2.014152655
1794,4, False, False, sgd,250,0.01,0.0001,64,0, False,3.13E-05,0,3.765449732,37.43,0.032180288,2.014091165
422,8, True, True, sgd,250,0.005,0.01,32,0.9, False,0.540526015,17.49400001,0.640309968,21.64,0.039407061,2.014081496
485,8, True, False, sgd,250,0.01,0.01,32,0.9, True,0.024751091,0.002,0.421104189,12.1,0.016008568,2.014068527
1502,8, False, True, sgd,250,0.01,0.01,32,0.9, False,1.080081566,36.73400004,1.126511139,38.64,0.350612349,2.014058929
1741,6, False, False, sgd,250,0.01,0.0001,64,0, True,4.59E-05,0,3.845373407,36.72,0.027402241,2.014049331
119,8, True, False, sgd,250,0.01,0,16,0, True,8.18E-06,0,0.891001537,17.18,0.008884917,2.014019403
283,6, True, False, sgd,250,0.05,0.0001,16,0, False,0.005187432,0.132000051,0.687831115,15.16,0.028190595,2.013987565
993,4, False, True, sgd,250,0.005,0.0001,1.60E+01,0.5, True,5.50E-05,0,1.816441385,21.54,0.052914335,2.013974672
1095,4, False, False, sgd,250,0.01,0.01,1.60E+01,0, True,0.007048257,0,1.876401082,33.99,0.067928064,2.013958989
419,8, True, True, sgd,250,0.005,0.0001,3.20E+01,0.9, False,0.000110541,0,0.48848453,13.39,0.013724855,2.013942388
1206,4, False, True, sgd,250,0.05,0,1.60E+01,0.5, True,0.839208379,27.88999999,1.260689502,38.33,0.785034828,2.013867184
158,8, True, False, sgd,250,0.01,0.0001,1.60E+01,0.9, True,0.000211396,0,0.527175573,13.12,0.052124304,2.013860808
1740,4, False, False, sgd,250,0.01,0.0001,64,0, True,5.42E-05,0,4.27165363,38.3,0.029496117,2.01385993
1318,6, False, True, sgd,250,0.005,0.0001,3.20E+01,0.5, True,2.76E-05,0,1.869160966,22.74,0.038436232,2.013842038
997,6, False, True, sgd,250,0.005,0.01,16,0.5, True,0.010038602,0,1.119901055,25.39,0.048597258,2.013837035
1000,6, False, False, sgd,250,0.005,0,16,0.5, True,1.57E-05,0,3.190843256,27.97,0.03330722,2.013814922
698,8, True, False, sgd,250,0.005,0.0001,64,0.9, True,4.59E-05,0,0.742262975,16.4,0.010909686,2.013814693
1227,4, False, True, sgd,250,0.05,0.0001,16,0.9, True,0.000803861,0,5.825477065,50.92,0.281248666,2.013789723
1180,6, False, False, sgd,250,0.01,0,16,0.9, False,2.304592643,90.00000001,2.304592774,90,7.124862824,2.013764728
1271,8, False, False, sgd,250,0.05,0,16,0.5, False,2.303880461,90.00000001,2.303880329,90, nan,2.013734141
427,6, True, False, sgd,250,0.005,0.0001,32,0.9, False,0.000188972,0,0.520517659,12.97,0.020346914,2.013719808
139,6, True, False, sgd,250,0.01,0.0001,1.60E+01,0.5, True,4.43E-05,0,0.762954595,15.82,0.015805708,2.013684506
1326,4, False, False, sgd,250,0.005,0.0001,32,0.5, True,4.06E-05,0,3.911076576,34.59,0.032604363,2.013675835
1650,4, False, False, sgd,250,0.005,0.0001,6.40E+01,0.5, True,4.81E-05,0,4.078066701,36.54,0.02802821,2.013643157
1310,8, False, False, sgd,250,0.005,0.0001,32,0, True,4.08E-05,0,3.298149176,33.62,0.025785554,2.013612357
66,4, True, False, sgd,250,0.005,0.0001,1.60E+01,0, False,0.001303251,0.016,1.013311463,21.36,0.007157256,2.01360112
1683,4, False, False, sgd,250,0.005,0,6.40E+01,0, False,1.29E-06,0,5.803616348,39.93,0.017474265,2.013598124
1108,6, False, False, sgd,250,0.01,0,1.60E+01,0.5, True,1.39E-05,0,3.176173876,26.53,0.043886406,2.013585793
685,6, True, True, sgd,250,0.005,0,64,0.9, True,1.05E-05,0,1.108342653,19.67,0.008921151,2.013560554
613,6, True, True, sgd,250,0.05,0,32,0.5, False,1.97E-07,0,1.061806539,15.25,0.010268614,2.013548824
1875,4, False, True, sgd,250,0.05,0.0001,64,0.9, True,0.001313923,0,1.748938825,23.97,0.395423065,2.013509376
1762,6, False, False, sgd,250,0.01,0.01,6.40E+01,0.5, True,0.005724355,0,2.414351352,41.56,0.056841283,2.01347122
1135,6, False, True, sgd,250,0.01,0,16,0, False,4.05E-07,0,2.614026126,22.42,0.032690678,2.013469608
261,4, True, False, sgd,250,0.05,0,1.60E+01,0.9, True,6.41E-06,0,1.101174298,14.93,0.077014838,2.013464102
1447,6, False, True, sgd,250,0.01,0.01,32,0.9, True,0.011903085,0,1.276435375,27.46,0.005691859,2.013450058
1754,8, False, True, sgd,250,0.01,0.01,64,0.5, True,0.009308196,0,1.294594949,27.89,0.037972239,2.013426921
587,8, True, False, sgd,250,0.05,0,3.20E+01,0.9, True,2.21E-06,0,0.952230232,13.06,0.037647494,2.013424137
1508,8, False, False, sgd,250,0.01,0.0001,32,0.9, False,0.019437281,0.596000024,1.2552934,20.22,0.065786828,2.013423323
1347,4, False, False, sgd,250,0.005,0.01,3.20E+01,0.9, True,0.945756223,34.95000003,1.207044016,43.17,0.026103878,2.013401161
1039,6, False, False, sgd,250,0.005,0.0001,16,0, False,4.02E-05,0,2.86127243,30.59,0.028908343,2.013382972
572,8, True, False, sgd,250,0.05,0.0001,32,0.5, True,0.000121376,0,0.595702375,13.78,0.032489249,2.013346058
381,4, True, True, sgd,250,0.005,0.0001,32,0, False,3.46E-05,0,1.415359785,27.21,0.004070921,2.013344212
980,8, False, True, sgd,250,0.005,0.01,16,0, True,0.009184206,0,1.299170425,28.11,0.029766334,2.013313604
892,6, True, False, sgd,250,0.05,0,64,0.5, True,5.68E-06,0,0.923484109,15.72,0.011791154,2.013301478
1359,4, False, False, sgd,250,0.005,0,3.20E+01,0, False,9.81E-07,0,5.574798888,36.32,0.018460926,2.013299622
190,6, True, False, sgd,250,0.01,0,16,0.5, False,1.50E-05,0,1.111409108,16.73,0.007664318,2.013283242
1745,8, False, False, sgd,250,0.01,0.01,6.40E+01,0, True,0.003857791,0,4.007138756,51.47,0.046176094,2.013237908
1666,6, False, False, sgd,250,0.005,0,6.40E+01,0.9, True,1.44E-05,0,3.191648869,27.71,0.035757698,2.013233266
998,8, False, True, sgd,250,0.005,0.01,1.60E+01,0.5, True,0.009577236,0,1.134118934,25.87,0.066231699,2.0131991
126,4, True, True, sgd,250,0.01,0,1.60E+01,0.5, True,8.78E-06,0,1.106277522,19.08,0.009070703,2.013198692
219,4, True, True, sgd,250,0.05,0.0001,16,0, True,0.000106235,0,0.714213215,15.72,0.024549353,2.013196029
1110,4, False, False, sgd,250,0.01,0.0001,16,0.5, True,5.62E-05,0,2.805843526,27.12,0.051817904,2.013186622
1297,6, False, True, sgd,250,0.005,0,3.20E+01,0, True,1.56E-05,0,2.436239283,25.68,0.033542962,2.013175909
362,8, True, True, sgd,250,0.005,0,32,0.9, True,2.23E-06,0,1.003597342,16.75,0.00930416,2.013121742
1014,4, False, True, sgd,250,0.005,0.01,16,0.9, True,0.012354225,0,1.215040981,25.53,0.006758813,2.013111567
1274,8, False, False, sgd,250,0.05,0.0001,16,0.5, False,2.303879037,90.00000001,2.303879289,90,7.800071463,2.013073668
1854,4, False, True, sgd,250,0.05,0,64,0.5, True,3.51E-05,0,2.179231027,22.43,0.084485145,2.013067257
1460,8, False, True, sgd,250,0.01,0,3.20E+01,0, False,5.88E-07,0,2.753641438,24.02,0.028401317,2.013066587
1076,8, False, False, sgd,250,0.005,0.0001,16,0.9, False,0.02924903,0.839999971,1.01746235,21.32,0.097475269,2.013065831
312,4, True, True, sgd,250,0.05,0.01,16,0.9, False,2.30949019,90.00000001,2.309490118,90,6.427301916,2.013016986
1284,4, False, True, sgd,250,0.05,0.01,16,0.9, False,2.30949019,90.00000001,2.309490118,90,6.427301916,2.013016986
974,8, False, True, sgd,250,0.005,0,1.60E+01,0, True,2.49E-05,0,2.077144826,23.86,0.032823292,2.012999547
1345,6, False, False, sgd,250,0.005,0.0001,32,0.9, True,5.89E-05,0,2.177898952,25.16,0.052012501,2.012984122
777,4, True, True, sgd,250,0.01,0.0001,64,0.5, True,6.17E-05,0,1.252503172,24.85,0.004751795,2.012979304
1529,8, False, False, sgd,250,0.05,0.01,32,0, True,2.302584919,90.00000001,2.302585177,90,9.554743224,2.012974217
1562,8, False, False, sgd,250,0.05,0.0001,32,0.9, True,2.302585323,90,2.302585248,90,9.722702135,2.012942928
1478,8, False, True, sgd,250,0.01,0,32,0.5, False,4.66E-07,0,2.421712865,21.56,0.032910481,2.012930164
695,8, True, False, sgd,250,0.005,0,64,0.9, True,7.56E-06,0,0.894632797,16.43,0.008092492,2.012894784
1119,4, False, True, sgd,250,0.01,0.0001,1.60E+01,0.9, True,0.000723236,0,1.489783832,22.68,0.298758086,2.012880065
1083,4, False, True, sgd,250,0.01,0.0001,16,0, True,4.36E-05,0,1.775135602,20.65,0.051446298,2.012863705
1730,8, False, True, sgd,250,0.01,0,64,0, True,1.67E-05,0,2.578228995,26.08,0.034631718,2.012833285
226,6, True, False, sgd,250,0.05,0,1.60E+01,0, True,7.13E-06,0,0.876422055,14.27,0.021345018,2.012813161
1749,4, False, True, sgd,250,0.01,0.0001,6.40E+01,0.5, True,4.97E-05,0,2.090151373,23.19,0.040780373,2.012806435
1795,6, False, False, sgd,250,0.01,0.0001,64,0, False,3.15E-05,0,3.383608936,35.93,0.032557108,2.012798653
1539,4, False, False, sgd,250,0.05,0,3.20E+01,0.5, True,2.302584928,90,2.302584956,90,7.383424194,2.012788686
606,4, True, False, sgd,250,0.05,0.0001,3.20E+01,0, False,0.000166824,0,0.526332133,12.76,0.024449329,2.012709039
110,8, True, True, sgd,250,0.01,0,16,0, True,1.15E-05,0,1.103703771,19.71,0.002124888,2.012708839
154,6, True, False, sgd,250,0.01,0,16,0.9, True,7.69E-06,0,0.859431046,13.97,0.040248704,2.012685439
1710,4, False, True, sgd,250,0.005,0,6.40E+01,0.9, False,6.54E-07,0,2.477938035,20.66,0.042155583,2.012658604
1067,8, False, True, sgd,250,0.005,0.0001,1.60E+01,0.9, False,0.023696508,0.750000076,1.257320857,20.88,0.045839576,2.012632898
688,6, True, True, sgd,250,0.005,0.0001,64,0.9, True,4.96E-05,0,0.895855659,19.56,0.010906504,2.012611805
40,6, True, True, sgd,250,0.005,0.0001,16,0.9, True,7.64E-05,0,0.651428562,14.96,0.025294505,2.012596803
642,4, True, False, sgd,250,0.05,0.0001,32,0.9, False,0.133331115,4.50600001,0.756230982,19.69,0.080691982,2.012539693
415,6, True, True, sgd,250,0.005,0,3.20E+01,0.9, False,3.76E-07,0,1.127105565,17.55,0.008111873,2.012524704
1219,6, False, False, sgd,250,0.05,0.0001,1.60E+01,0.5, True,2.302585129,90,2.302585174,90,7.974559762,2.012522625
1711,6, False, True, sgd,250,0.005,0,64,0.9, False,4.28E-07,0,2.49955748,21.05,0.035169443,2.01251504
790,6, True, False, sgd,250,0.01,0.01,6.40E+01,0.5, True,0.026199551,0,0.360321921,10.17,0.020225032,2.012413943
1396,6, False, False, sgd,250,0.005,0,32,0.9, False,0.09639649,2.843999983,1.996858211,30.86,0.167634998,2.012407717
824,8, True, False, sgd,250,0.01,0.0001,64,0, False,1.72E-05,0,1.089931063,23.15,0.004614274,2.012385065
1,6, True, True, sgd,250,0.005,0,16,0, True,1.22E-05,0,1.133688917,22.43,0.004756372,2.012379661
1085,8, False, True, sgd,250,0.01,0.0001,16,0, True,4.16E-05,0,1.582959178,21.16,0.050653243,2.012376398
1686,4, False, False, sgd,250,0.005,0.0001,64,0, False,2.44E-05,0,3.973942178,38.93,0.028722726,2.012360704
1514,8, False, True, sgd,250,0.05,0,32,0, True,4.97E-06,0,2.008692875,20.5,0.053149003,2.012358608
918,4, True, True, sgd,250,0.05,0,64,0, False,4.27E-06,0,1.259986951,20.53,0.007882294,2.012332154
532,6, True, False, sgd,250,0.01,0,3.20E+01,0.9, False,1.79E-07,0,0.980457771,14.35,0.013528318,2.012329928
1344,4, False, False, sgd,250,0.005,0.0001,3.20E+01,0.9, True,7.24E-05,0,2.194380521,23.28,0.057672564,2.012327331
1035,4, False, False, sgd,250,0.005,0,16,0, False,8.03E-07,0,5.326443414,33.85,0.022464851,2.012320756
1419,4, False, False, sgd,250,0.01,0.01,32,0, True,0.006412158,0,2.489424984,39.04,0.061916044,2.012312548
