exp_num,width,batchnorm,skip,opt,epoch,lr,wd,bs,mo,lrdecay,trainloss,trainerr,valloss,valerr,flatness,div
540,4, True, True, sgd,250,0.05,0,32,0, True,1.00E-05,0,1.165742565,19.23,0.010751215,2.038074655
556,6, True, False, sgd,250,0.05,0.01,32,0, True,0.024429553,0,0.401709063,11.43,0.019296639,2.037979214
1860,4, False, True, sgd,250,0.05,0.01,6.40E+01,0.5, True,0.010223413,0,1.782682507,32.69,0.05367574,2.03795206
211,6, True, False, sgd,250,0.01,0.0001,1.60E+01,0.9, False,0.026578817,0.894000049,0.686560041,16.06,0.049916009,2.037817508
498,4, True, False, sgd,250,0.01,0.0001,3.20E+01,0, False,3.07E-05,0,0.911354926,20.82,0.009012119,2.03779503
509,8, True, True, sgd,250,0.01,0.0001,32,0.5, False,4.36E-05,0,0.699839545,17.79,0.008119654,2.037697468
693,4, True, False, sgd,250,0.005,0,64,0.9, True,1.06E-05,0,1.028224124,18.1,0.010730957,2.037461028
1291,6, False, False, sgd,250,0.05,0.0001,16,0.9, False,2.310549175,90,2.31054926,90,6.789244748,2.037260095
1790,8, False, True, sgd,250,0.01,0.01,6.40E+01,0, False,0.519779188,16.93199998,1.851684591,52.88,0.063486821,2.037230049
429,4, True, False, sgd,250,0.005,0.01,32,0.9, False,1.126488485,36.10600006,1.197324448,38.01,0.028117153,2.037170193
686,8, True, True, sgd,250,0.005,0,6.40E+01,0.9, True,8.96E-06,0,1.093809675,19.37,0.006121084,2.037110711
301,6, True, False, sgd,250,0.05,0.0001,16,0.5, False,0.042108951,1.482000044,0.736334131,16.98,0.035021915,2.036859876
449,8, True, False, sgd,250,0.01,0.01,3.20E+01,0, True,0.026042749,0,0.351505905,9.78,0.020244643,2.036838287
342,4, True, True, sgd,250,0.005,0,32,0.5, True,2.16E-05,0,1.339794188,24.79,0.005618312,2.036666779
772,6, True, False, sgd,250,0.01,0.01,6.40E+01,0, True,0.026275441,0,0.426534144,12.17,0.019766908,2.036630286
313,6, True, True, sgd,250,0.05,0.01,1.60E+01,0.9, False,2.305946292,90,2.30594614,90,8.1818613,2.036589417
1285,6, False, True, sgd,250,0.05,0.01,1.60E+01,0.9, False,2.305946292,90,2.30594614,90,8.181860705,2.036589417
1671,4, False, False, sgd,250,0.005,0.01,6.40E+01,0.9, True,0.009600719,0,2.343036666,32.94,0.004000719,2.036569594
869,8, True, True, sgd,250,0.05,0.0001,6.40E+01,0, True,4.91E-05,0,0.899454792,19.36,0.007429159,2.036560344
51,4, True, False, sgd,250,0.005,0.01,1.60E+01,0.9, True,0.021666912,0,0.459027275,12.82,0.015867535,2.03652803
4,6, True, True, sgd,250,0.005,0.0001,16,0, True,1.79E-05,0,1.086903324,22.36,0.006066568,2.036403176
326,8, True, True, sgd,250,0.005,0,3.20E+01,0, True,2.27E-05,0,1.414088691,26.55,0.003669729,2.036304678
444,4, True, False, sgd,250,0.01,0.0001,32,0, True,3.90E-05,0,1.130976871,22.46,0.007614495,2.036102198
1785,4, False, True, sgd,250,0.01,0.0001,64,0, False,9.08E-05,0,2.796397608,26.04,0.007674039,2.035982633
127,6, True, True, sgd,250,0.01,0,1.60E+01,0.5, True,5.44E-06,0,1.004154961,17.95,0.01083253,2.035977176
1229,8, False, True, sgd,250,0.05,0.0001,1.60E+01,0.9, True,2.275664001,84.542,2.27603103,84.3,2.794056361,2.035902444
1320,4, False, True, sgd,250,0.005,0.01,32,0.5, True,0.009479197,0,1.324176545,27.23,0.053256821,2.035725179
1582,6, False, False, sgd,250,0.05,0.01,32,0, False,1.347103909,47.09600003,1.50781066,51.49,0.155465461,2.035661794
793,6, True, True, sgd,250,0.01,0,6.40E+01,0.9, True,6.17E-06,0,1.049675559,17.14,0.01092229,2.035524598
1257,4, False, False, sgd,250,0.05,0.01,1.60E+01,0, False,2.302635899,90,2.302635955,90,7.534089221,2.035250851
785,8, True, False, sgd,250,0.01,0,64,0.5, True,1.62E-05,0,1.070249147,20.22,0.006413804,2.035197589
1058,8, False, False, sgd,250,0.005,0.0001,16,0.5, False,4.70E-05,0,3.240031149,28.11,0.006904187,2.03512863
1159,6, False, True, sgd,250,0.01,0.01,1.60E+01,0.5, False,0.564497779,18.68800002,0.792967793,26.54,0.116247111,2.034641404
160,6, True, False, sgd,250,0.01,0.01,16,0.9, True,0.02110546,0,0.490269509,14.41,0.01346156,2.034598908
776,8, True, True, sgd,250,0.01,0,6.40E+01,0.5, True,0.000107425,0,1.16283586,23.81,0.005764266,2.034597202
611,8, True, False, sgd,250,0.05,0.01,3.20E+01,0, False,0.912730309,29.75400006,1.008551104,32.85,0.053103455,2.034580252
1278,4, False, True, sgd,250,0.05,0,16,0.9, False,2.310543366,90.00000001,2.310543214,90,6.559935497,2.034478464
947,8, True, False, sgd,250,0.05,0,6.40E+01,0.5, False,8.50E-06,0,0.879926416,15.2,0.013044804,2.034461645
838,6, True, False, sgd,250,0.01,0,6.40E+01,0.5, False,1.61E-05,0,1.250221424,21.22,0.004849929,2.03444808
641,8, True, False, sgd,250,0.05,0,32,0.9, False,8.69E-07,0,1.18489538,13.74,0.018067954,2.034442618
52,6, True, False, sgd,250,0.005,0.01,1.60E+01,0.9, True,0.022516791,0,0.441622696,12.79,0.017132423,2.034296605
94,6, True, True, sgd,250,0.005,0.0001,16,0.9, False,0.009905445,0.298000024,0.754370642,16.52,0.031229221,2.03412592
327,4, True, True, sgd,250,0.005,0.0001,3.20E+01,0, True,8.45E-05,0,1.39092546,27.2,0.004124175,2.034097202
461,8, True, False, sgd,250,0.01,0,32,0.5, True,4.85E-06,0,0.996268102,17.35,0.00764954,2.034063367
352,6, True, False, sgd,250,0.005,0,32,0.5, True,1.35E-05,0,1.052884807,19.93,0.005928393,2.033888745
210,4, True, False, sgd,250,0.01,0.0001,1.60E+01,0.9, False,0.019520848,0.580000076,0.667966057,16,0.084075561,2.033614157
76,6, True, True, sgd,250,0.005,0.0001,1.60E+01,0.5, False,8.85E-05,0,0.76882943,17.67,0.00577303,2.033568253
1281,4, False, True, sgd,250,0.05,0.0001,16,0.9, False,2.310531918,90.00000001,2.310531894,90,6.555272047,2.033490532
1376,8, False, True, sgd,250,0.005,0.01,32,0.5, False,0.106532546,3.417999988,1.302095628,32.26,0.031915136,2.033476353
552,4, True, False, sgd,250,0.05,0.0001,3.20E+01,0, True,5.18E-05,0,0.749473892,15.65,0.018264266,2.033439587
592,6, True, False, sgd,250,0.05,0.01,32,0.9, True,2.302585253,90,2.302585117,90,8.209440882,2.033424443
1564,6, False, False, sgd,250,0.05,0.01,3.20E+01,0.9, True,2.302585253,90,2.302585117,90,8.209440882,2.033424443
14,8, True, False, sgd,250,0.005,0.0001,1.60E+01,0, True,2.03E-05,0,0.911623495,19.15,0.005469016,2.03319581
1059,4, False, False, sgd,250,0.005,0.01,16,0.5, False,0.446523728,14.73199999,0.976275654,30.98,0.072783874,2.033151122
123,4, True, False, sgd,250,0.01,0.01,16,0, True,0.023552142,0.002,0.381102994,10.6,0.017651378,2.033137532
1913,8, False, True, sgd,250,0.05,0.0001,64,0.5, False,0.000161958,0,1.918382181,21.21,0.004151377,2.033051176
668,8, True, True, sgd,250,0.005,0,6.40E+01,0.5, True,6.73E-05,0,1.433894284,27.76,0.004103881,2.032935941
1017,4, False, False, sgd,250,0.005,0,16,0.9, True,2.302584985,90,2.302585094,90,7.740576837,2.032897994
666,4, True, True, sgd,250,0.005,0,64,0.5, True,0.000116277,0,1.657451932,30.25,0.00427811,2.03289771
302,8, True, False, sgd,250,0.05,0.0001,16,0.5, False,0.021481045,0.668000073,0.625657018,14.9,0.043398859,2.032754307
647,8, True, False, sgd,250,0.05,0.01,3.20E+01,0.9, False,2.30517805,90,2.305178144,90,7.175648176,2.032596592
1619,8, False, False, sgd,250,0.05,0.01,3.20E+01,0.9, False,2.30517805,90,2.305178144,90,7.175648176,2.032596592
964,6, True, False, sgd,250,0.05,0,6.40E+01,0.9, False,3.44E-05,0,1.0229589,13.84,0.021685317,2.032587286
752,8, True, False, sgd,250,0.005,0.0001,64,0.9, False,6.93E-05,0,0.658588877,15.11,0.014610985,2.032468208
876,4, True, False, sgd,250,0.05,0.0001,6.40E+01,0, True,4.55E-05,0,0.888168707,17.92,0.012076938,2.032393686
1581,4, False, False, sgd,250,0.05,0.01,32,0, False,2.302621515,90,2.302621623,90,8.32137548,2.032255662
436,6, True, True, sgd,250,0.01,0.0001,3.20E+01,0, True,1.69E-05,0,1.187761055,23.16,0.007134344,2.032137669
658,6, True, False, sgd,250,0.005,0,6.40E+01,0, True,0.000122687,0,1.516165531,30.13,0.003812331,2.032072652
1389,4, False, True, sgd,250,0.005,0.0001,32,0.9, False,9.91E-05,0,1.336610095,18.78,0.05366673,2.031898643
1504,6, False, False, sgd,250,0.01,0,32,0.9, False,2.303404493,90.00000001,2.303404379,90,6.771830308,2.031869246
761,8, True, True, sgd,250,0.01,0.0001,6.40E+01,0, True,0.000123352,0,1.356485923,27.66,0.004257143,2.03171183
1873,6, False, True, sgd,250,0.05,0,6.40E+01,0.9, True,2.302584947,90,2.302585032,90,9.197115204,2.031635714
389,8, True, False, sgd,250,0.005,0,3.20E+01,0, False,5.04E-06,0,1.347117582,23.72,0.00189937,2.031615665
803,8, True, False, sgd,250,0.01,0,6.40E+01,0.9, True,5.38E-06,0,0.888747639,14.3,0.010887696,2.031464968
955,6, True, True, sgd,250,0.05,0,64,0.9, False,9.84E-07,0,1.152115894,15.34,0.017408294,2.031410486
833,8, True, True, sgd,250,0.01,0.0001,6.40E+01,0.5, False,6.67E-05,0,1.050281562,23.23,0.004959973,2.031360984
1430,8, False, True, sgd,250,0.01,0.01,32,0.5, True,0.009457781,0,1.16918659,26.76,0.056394979,2.031298005
447,4, True, False, sgd,250,0.01,0.01,32,0, True,0.024868065,0,0.384726573,10.94,0.018038089,2.031226988
1203,4, False, False, sgd,250,0.05,0.01,16,0, True,2.302585116,90,2.302585186,90,7.322518029,2.031207567
1050,4, False, True, sgd,250,0.005,0.01,16,0.5, False,0.296194765,9.868000042,0.837676023,25.9,0.068099702,2.031139545
1926,4, False, True, sgd,250,0.05,0,64,0.9, False,2.303525636,90,2.303525858,90,10.01132394,2.031124101
575,8, True, False, sgd,250,0.05,0.01,32,0.5, True,0.02490572,0,0.398189437,11.25,0.017163449,2.031099645
1617,4, False, False, sgd,250,0.05,0.01,32,0.9, False,2.303416244,90,2.303416168,90,7.348994919,2.031057835
645,4, True, False, sgd,250,0.05,0.01,32,0.9, False,2.303416244,90,2.303416168,90,7.348994919,2.031057835
267,4, True, False, sgd,250,0.05,0.01,16,0.9, True,2.302585121,90,2.302585138,90,9.072654711,2.030995975
1239,4, False, False, sgd,250,0.05,0.01,1.60E+01,0.9, True,2.302585121,90,2.302585138,90,9.07265407,2.030995975
1401,4, False, False, sgd,250,0.005,0.01,32,0.9, False,1.408747146,52.91800002,1.437649301,53.65,0.132024473,2.030991652
505,6, True, True, sgd,250,0.01,0,32,0.5, False,5.95E-07,0,1.265684104,20.37,0.004910416,2.030858044
1725,4, False, False, sgd,250,0.005,0.01,64,0.9, False,0.60993261,20.49200006,0.936579125,31.09,0.122863505,2.030834768
246,4, True, False, sgd,250,0.05,0.0001,1.60E+01,0.5, True,0.000251216,0,0.59293185,14.1,0.044622894,2.030810255
893,8, True, False, sgd,250,0.05,0,6.40E+01,0.5, True,2.76E-05,0,0.830582936,14.83,0.013734349,2.030757261
373,6, True, False, sgd,250,0.005,0.0001,32,0.9, True,4.62E-05,0,0.673263379,14.5,0.016409266,2.030749667
1457,8, False, False, sgd,250,0.01,0.01,32,0.9, True,2.302585108,90,2.302585195,90,10.26023163,2.030738847
866,8, True, True, sgd,250,0.05,0,64,0, True,1.11E-05,0,1.121166602,20.18,0.005918135,2.030681464
1198,6, False, False, sgd,250,0.05,0,16,0, True,2.302585175,90,2.302585123,90, nan,2.030641605
1614,4, False, False, sgd,250,0.05,0.0001,3.20E+01,0.9, False,2.303345701,90,2.303345739,90,7.432710259,2.030488383
558,4, True, True, sgd,250,0.05,0,32,0.5, True,4.50E-06,0,1.101465727,17.17,0.016036728,2.030393013
1260,4, False, True, sgd,250,0.05,0,1.60E+01,0.5, False,2.303653411,90,2.303653186,90,7.226141433,2.030319846
740,8, True, True, sgd,250,0.005,0,64,0.9, False,4.48E-06,0,1.216439813,20.11,0.00481373,2.030312567
829,6, True, True, sgd,250,0.01,0,6.40E+01,0.5, False,1.56E-05,0,1.404952927,23.93,0.005140228,2.030238469
228,4, True, False, sgd,250,0.05,0.0001,1.60E+01,0, True,0.000143784,0,0.686421817,15.17,0.030715002,2.030100702
1889,8, False, False, sgd,250,0.05,0.01,64,0.9, True,2.302585291,90,2.302585128,90,11.23326138,2.029960664
1553,8, False, True, sgd,250,0.05,0.0001,3.20E+01,0.9, True,1.325057436,45.53600001,1.471986286,49.31,0.964569967,2.029871873
1575,4, False, False, sgd,250,0.05,0,3.20E+01,0, False,2.302627476,90, nan,89.99, nan,2.029846675
299,8, True, False, sgd,250,0.05,0,1.60E+01,0.5, False,9.66E-07,0,0.924720966,13.04,0.029191117,2.029815961
874,6, True, False, sgd,250,0.05,0,6.40E+01,0, True,1.01E-05,0,0.983893123,17.35,0.0074675,2.029598622
1942,6, False, False, sgd,250,0.05,0.01,64,0.9, False,2.304643012,90.00000001,2.304643021,90,7.370291673,2.029517056
970,6, True, False, sgd,250,0.05,0.01,64,0.9, False,2.304643012,90.00000001,2.304643021,90,7.370291673,2.029517056
909,4, True, False, sgd,250,0.05,0,64,0.9, True,1.10E-05,0,1.026738008,15.27,0.033939663,2.029507309
484,6, True, False, sgd,250,0.01,0.01,32,0.9, True,0.024200347,0,0.428683157,12.01,0.016983238,2.029499176
1861,6, False, True, sgd,250,0.05,0.01,64,0.5, True,0.010847564,0,1.430363245,29.47,0.032935723,2.029474935
399,4, True, True, sgd,250,0.005,0.0001,32,0.5, False,3.63E-05,0,1.122122169,24.63,0.004850858,2.029427119
335,8, True, False, sgd,250,0.005,0,3.20E+01,0, True,2.17E-05,0,1.139446107,22.82,0.002842937,2.02940045
1594,6, False, False, sgd,250,0.05,0,32,0.5, False,2.303461647,90,2.303461654,90, nan,2.029394821
197,8, True, False, sgd,250,0.01,0.01,1.60E+01,0.5, False,0.815037959,26.05199999,0.917750158,29.04,0.032624479,2.029338612
234,4, True, True, sgd,250,0.05,0,1.60E+01,0.5, True,4.87E-06,0,0.955329233,15.63,0.023539288,2.029285623
1611,4, False, False, sgd,250,0.05,0,3.20E+01,0.9, False,2.303344814,90,2.303344835,90,7.428687731,2.029166795
805,6, True, False, sgd,250,0.01,0.0001,64,0.9, True,8.19E-05,0,0.673078484,15.39,0.015947865,2.029160306
1267,6, False, True, sgd,250,0.05,0.01,1.60E+01,0.5, False,1.484484191,54.06599998,1.496064224,54.53,0.188077406,2.029081392
1391,8, False, True, sgd,250,0.005,0.0001,32,0.9, False,9.39E-05,0,1.554985632,19.45,0.01384023,2.029068722
192,4, True, False, sgd,250,0.01,0.0001,16,0.5, False,0.004312972,0.09,0.815226688,16.84,0.015004913,2.029021444
1233,4, False, False, sgd,250,0.05,0,16,0.9, True,2.302584551,90,2.302584571,90,9.272977447,2.02899645
1132,6, False, False, sgd,250,0.01,0.01,16,0.9, True,2.302585163,90,2.302585123,90,8.166613795,2.028950825
1275,4, False, False, sgd,250,0.05,0.01,1.60E+01,0.5, False,2.302761078,90,2.302761017,90,7.951785584,2.028905429
979,6, False, True, sgd,250,0.005,0.01,1.60E+01,0, True,0.00917015,0,1.365835366,28.99,0.035886762,2.028661666
969,4, True, False, sgd,250,0.05,0.01,64,0.9, False,2.302824524,90,2.302824195,90,8.380133349,2.028624999
1941,4, False, False, sgd,250,0.05,0.01,6.40E+01,0.9, False,2.302824524,90,2.302824195,90,8.380133349,2.028624999
1833,4, False, False, sgd,250,0.01,0.01,6.40E+01,0.9, False,1.744675244,63.75399999,1.749479173,64.05,0.146510172,2.028592694
1294,6, False, False, sgd,250,0.05,0.01,1.60E+01,0.9, False,2.309655741,90,2.309655649,90,6.712036599,2.028508487
322,6, True, False, sgd,250,0.05,0.01,1.60E+01,0.9, False,2.309655741,90,2.309655649,90,6.712036599,2.028508487
1570,6, False, True, sgd,250,0.05,0.0001,3.20E+01,0, False,2.302766786,90,2.302766873,90,7.716151748,2.028363535
1936,6, False, False, sgd,250,0.05,0,64,0.9, False,2.304777957,90.00000001,2.304777927,90,7.269714554,2.028217308
581,8, True, True, sgd,250,0.05,0.0001,32,0.9, True,0.00025453,0,0.449510016,11.91,0.063578035,2.028011058
1550,8, False, True, sgd,250,0.05,0,32,0.9, True,2.302585067,90.00000001,2.302585186,90,8.987370495,2.027992443
1236,4, False, False, sgd,250,0.05,0.0001,16,0.9, True,2.302585198,90,2.302585203,90,8.882838275,2.027972894
823,6, True, False, sgd,250,0.01,0.0001,64,0, False,7.57E-05,0,1.17236128,24.26,0.004404052,2.027947313
875,8, True, False, sgd,250,0.05,0,64,0, True,6.65E-06,0,0.872386052,16.16,0.008750379,2.027944961
773,8, True, False, sgd,250,0.01,0.01,6.40E+01,0, True,0.026431031,0,0.39823072,11.19,0.020735172,2.027942177
1269,4, False, False, sgd,250,0.05,0,1.60E+01,0.5, False,2.302756858,90,2.302756795,90, nan,2.027925331
848,8, True, True, sgd,250,0.01,0,6.40E+01,0.9, False,1.12E-05,0,1.010647171,16.96,0.011234167,2.027903678
788,8, True, False, sgd,250,0.01,0.0001,64,0.5, True,2.63E-05,0,0.994212771,20.77,0.006204293,2.027867975
840,4, True, False, sgd,250,0.01,0.0001,6.40E+01,0.5, False,4.23E-05,0,1.002688811,21.48,0.010337046,2.027816465
802,6, True, False, sgd,250,0.01,0,64,0.9, True,5.74E-06,0,0.923746603,15.67,0.012224648,2.027791527
937,6, True, True, sgd,250,0.05,0,64,0.5, False,8.47E-07,0,1.112780816,17.65,0.009027378,2.027787778
1322,8, False, True, sgd,250,0.005,0.01,32,0.5, True,0.008926963,0,1.299407069,27.9,0.051840906,2.027778042
1024,6, False, False, sgd,250,0.005,0.01,16,0.9, True,2.302585131,90,2.302585134,90,8.91372835,2.027735874
865,6, True, True, sgd,250,0.05,0,6.40E+01,0, True,9.31E-06,0,1.108044349,19.22,0.009544948,2.027674688
966,4, True, False, sgd,250,0.05,0.0001,64,0.9, False,0.075295453,2.531999963,0.779803895,17.96,0.039569962,2.02761144
1272,4, False, False, sgd,250,0.05,0.0001,1.60E+01,0.5, False,2.302756881,90,2.302756806,90,7.672902275,2.02747622
1939,6, False, False, sgd,250,0.05,0.0001,64,0.9, False,2.304779197,90.00000001,2.304779129,90,7.267200612,2.027453598
807,4, True, False, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.023702198,0,0.413507893,11.91,0.017633152,2.02744929
5,8, True, True, sgd,250,0.005,0.0001,1.60E+01,0, True,1.17E-05,0,1.134727936,22.35,0.005436506,2.027407832
842,8, True, False, sgd,250,0.01,0.0001,6.40E+01,0.5, False,3.24E-05,0,0.829352667,18.81,0.007046585,2.027398298
59,8, True, True, sgd,250,0.005,0.0001,1.60E+01,0, False,1.15E-05,0,0.98208252,22.2,0.004162703,2.027374615
48,4, True, False, sgd,250,0.005,0.0001,16,0.9, True,0.000141852,0,0.675494406,14.63,0.035229141,2.027315621
1005,4, False, False, sgd,250,0.005,0.01,16,0.5, True,0.009474016,0,1.396023102,28.15,0.067170692,2.027284264
435,4, True, True, sgd,250,0.01,0.0001,32,0, True,3.50E-05,0,1.275206419,24.28,0.005277953,2.027205973
1546,6, False, False, sgd,250,0.05,0.01,32,0.5, True,2.302584978,90,2.302584879,90,8.845840168,2.027175687
462,4, True, False, sgd,250,0.01,0.0001,32,0.5, True,3.04E-05,0,0.927532293,18.45,0.010029966,2.027151652
488,8, True, True, sgd,250,0.01,0,3.20E+01,0, False,2.35E-06,0,1.39283187,23.04,0.003785972,2.02707565
711,4, True, False, sgd,250,0.005,0,64,0, False,0.000655044,0.018000051,1.915912315,31.27,0.003703941,2.027054471
1590,4, False, True, sgd,250,0.05,0.01,32,0.5, False,1.238482922,42.55800001,1.292715008,44.31,0.215128844,2.027040826
1545,4, False, False, sgd,250,0.05,0.01,32,0.5, True,2.302585224,90,2.30258508,90,7.402395245,2.026998546
416,8, True, True, sgd,250,0.005,0,32,0.9, False,2.28E-07,0,1.135148032,16.6,0.003510362,2.0269682
155,8, True, False, sgd,250,0.01,0,1.60E+01,0.9, True,4.15E-06,0,0.825007922,13.01,0.033576664,2.026886026
1494,4, False, True, sgd,250,0.01,0,3.20E+01,0.9, False,2.302872105,90,2.302872031,90,8.917673061,2.026781398
243,4, True, False, sgd,250,0.05,0,1.60E+01,0.5, True,1.05E-05,0,0.950696069,14.55,0.035962856,2.026683703
1074,4, False, False, sgd,250,0.005,0.0001,1.60E+01,0.9, False,2.302652423,90,2.302652606,90,9.602982166,2.026598211
1252,6, False, False, sgd,250,0.05,0,1.60E+01,0, False,1.388622549,46.91599999,1.524845721,50.77,0.460873545,2.026589645
696,4, True, False, sgd,250,0.005,0.0001,64,0.9, True,4.89E-05,0,0.868095424,17.84,0.012690078,2.026580168
534,4, True, False, sgd,250,0.01,0.0001,32,0.9, False,0.008142015,0.220000051,0.742336465,16,0.027668664,2.026537638
171,4, True, False, sgd,250,0.01,0,1.60E+01,0, False,4.33E-05,0,1.256972302,19.85,0.003401287,2.02651078
360,4, True, True, sgd,250,0.005,0,32,0.9, True,5.49E-06,0,1.132469795,18.23,0.009211355,2.026496223
1462,6, False, True, sgd,250,0.01,0.0001,32,0, False,7.86E-05,0,2.529345236,25.54,0.006751239,2.026393366
1071,4, False, False, sgd,250,0.005,0,1.60E+01,0.9, False,2.302652293,90,2.302652428,90,9.607564668,2.026382672
496,6, True, False, sgd,250,0.01,0,32,0, False,1.64E-06,0,1.201812358,20.42,0.004919306,2.02636877
206,8, True, True, sgd,250,0.01,0.01,1.60E+01,0.9, False,1.345397674,46.99800001,1.37100266,48.15,0.096649144,2.026345682
898,6, True, False, sgd,250,0.05,0.01,6.40E+01,0.5, True,0.023863862,0,0.38278996,11.17,0.017977096,2.026323974
1270,6, False, False, sgd,250,0.05,0,16,0.5, False,2.304539588,90,2.304539626,90,7.346680084,2.026312859
408,4, True, False, sgd,250,0.005,0.0001,3.20E+01,0.5, False,3.54E-05,0,0.918366711,21.09,0.007688442,2.026033982
1572,4, False, True, sgd,250,0.05,0.01,3.20E+01,0, False,0.828627518,28.07400007,0.918919322,31.38,0.189931581,2.026008704
545,8, True, True, sgd,250,0.05,0.0001,32,0, True,5.25E-05,0,0.672500479,16.15,0.01363194,2.025765214
638,8, True, True, sgd,250,0.05,0.01,3.20E+01,0.9, False,2.305793688,90,2.305793703,90,8.855624709,2.025717761
1273,6, False, False, sgd,250,0.05,0.0001,1.60E+01,0.5, False,2.304538376,90,2.304538122,90,7.343209458,2.025523797
319,6, True, False, sgd,250,0.05,0.0001,16,0.9, False,0.099778699,3.20800001,0.560381742,16.07,0.135057029,2.025504828
579,4, True, True, sgd,250,0.05,0.0001,32,0.9, True,0.000300391,0,0.523877714,13.27,0.047346356,2.025372509
1862,8, False, True, sgd,250,0.05,0.01,6.40E+01,0.5, True,0.008505772,0,1.868253006,34.51,0.058108084,2.025354414
1246,6, False, True, sgd,250,0.05,0.0001,16,0, False,0.005920649,0.162,1.288468982,20.88,0.042960772,2.025353122
996,4, False, True, sgd,250,0.005,0.01,16,0.5, True,0.010471668,0,1.161878409,24.66,0.065460664,2.025346637
957,4, True, True, sgd,250,0.05,0.0001,64,0.9, False,0.034243812,1.136000076,0.758948169,16.85,0.043260225,2.025248664
945,4, True, False, sgd,250,0.05,0,6.40E+01,0.5, False,1.02E-05,0,1.180184059,17.01,0.007706312,2.025204378
1506,4, False, False, sgd,250,0.01,0.0001,32,0.9, False,2.302671926,90,2.302672024,90,10.07646491,2.025171298
1717,6, False, True, sgd,250,0.005,0.01,64,0.9, False,0.524832636,17.356,1.085392228,32.93,0.062211729,2.024986964
1503,4, False, False, sgd,250,0.01,0,32,0.9, False,2.302671824,90,2.302671931,90,10.08085955,2.024947605
1489,6, False, False, sgd,250,0.01,0.0001,32,0.5, False,5.20E-05,0,2.882718317,28.57,0.01365674,2.024925777
343,6, True, True, sgd,250,0.005,0,32,0.5, True,1.04E-05,0,1.316519115,23.88,0.005803,2.02478062
12,4, True, False, sgd,250,0.005,0.0001,1.60E+01,0, True,4.80E-05,0,1.050833236,21.18,0.007986338,2.024721686
730,6, True, False, sgd,250,0.005,0,64,0.5, False,2.47E-05,0,1.437270997,24.55,0.003398461,2.024646444
1805,8, False, True, sgd,250,0.01,0.0001,64,0.5, False,7.19E-05,0,2.364158346,25.35,0.005922568,2.024560624
13,6, True, False, sgd,250,0.005,0.0001,1.60E+01,0, True,2.94E-05,0,0.953487265,20.28,0.007133353,2.024508595
774,4, True, True, sgd,250,0.01,0,6.40E+01,0.5, True,3.51E-05,0,1.468001768,26.22,0.005355926,2.024471956
400,6, True, True, sgd,250,0.005,0.0001,3.20E+01,0.5, False,2.35E-05,0,1.035272145,23.58,0.00567311,2.024463489
758,8, True, True, sgd,250,0.01,0,64,0, True,0.000106907,0,1.382534426,27.21,0.003974544,2.024380487
563,8, True, True, sgd,250,0.05,0.0001,32,0.5, True,9.06E-05,0,0.577222303,13.99,0.019709744,2.024307194
778,6, True, True, sgd,250,0.01,0.0001,64,0.5, True,4.58E-05,0,1.199373421,24.19,0.005243987,2.024255946
1547,8, False, False, sgd,250,0.05,0.01,32,0.5, True,2.302584962,90,2.302585129,90,9.774637541,2.024235562
1266,4, False, True, sgd,250,0.05,0.01,16,0.5, False,1.522320116,55.33000004,1.532674212,55.84,0.198940788,2.024118564
264,4, True, False, sgd,250,0.05,0.0001,1.60E+01,0.9, True,0.000209735,0,0.528643033,12.78,0.04606581,2.02402855
504,4, True, True, sgd,250,0.01,0,32,0.5, False,7.83E-07,0,1.343399194,21.25,0.005068104,2.024011306
361,6, True, True, sgd,250,0.005,0,3.20E+01,0.9, True,2.92E-06,0,1.009547999,16.93,0.00991088,2.023989434
443,8, True, False, sgd,250,0.01,0,3.20E+01,0, True,7.75E-06,0,1.04414441,19.9,0.007211955,2.023932935
680,8, True, False, sgd,250,0.005,0.0001,64,0.5, True,6.49E-05,0,1.146081033,23.82,0.005483248,2.02392078
877,6, True, False, sgd,250,0.05,0.0001,6.40E+01,0, True,4.52E-05,0,0.757037518,16.83,0.008875123,2.023908556
1511,8, False, False, sgd,250,0.01,0.01,3.20E+01,0.9, False,2.303064466,90.00000001,2.303064329,90,8.510209429,2.023899539
927,4, True, False, sgd,250,0.05,0,6.40E+01,0, False,5.12E-06,0,1.233338321,18.68,0.009196232,2.023829557
1087,6, False, True, sgd,250,0.01,0.01,1.60E+01,0, True,0.010070023,0,1.110518095,25.06,0.046313748,2.02382731
841,6, True, False, sgd,250,0.01,0.0001,64,0.5, False,6.12E-05,0,0.897563872,19.96,0.007320598,2.023808432
1354,6, False, True, sgd,250,0.005,0.0001,32,0, False,6.86E-05,0,2.476438062,26.11,0.006165024,2.023680033
1678,6, False, True, sgd,250,0.005,0.0001,64,0, False,6.82E-05,0,2.85183792,28.48,0.006435449,2.023646036
784,6, True, False, sgd,250,0.01,0,64,0.5, True,2.21E-05,0,1.160635591,21.47,0.005682749,2.023624653
135,4, True, False, sgd,250,0.01,0,16,0.5, True,1.52E-05,0,1.002040427,17.37,0.009760941,2.02355131
738,4, True, True, sgd,250,0.005,0,64,0.9, False,1.36E-05,0,1.441895441,21.17,0.005592664,2.023510466
1461,4, False, True, sgd,250,0.01,0.0001,3.20E+01,0, False,9.24E-05,0,2.704514799,25.24,0.005458348,2.023498626
