Namespace(bs=256, cp_dir='./checkpoints/imagenet/resnet18/smooth_out//run_ms_0', data_dir='./data/imagenet_2/', dir='.', dtype='imagenet', ep=100, loadckp=None, lr=0.5, milestones=[30, 60, 90], mo=0.9, ms=0, mtype='resnet18', n='imagenet/resnet18/smooth_out/', num_classes=1000, print_freq=100, smooth_out_a=0.009, use_cuda=True, wd=0.0001)
Epoch: [0 | 100]
Phase:train -- Batch_idx:100/5004-- 450.99 samples/sec-- Loss:6.99 -- Error1:99.89
Phase:train -- Batch_idx:200/5004-- 458.23 samples/sec-- Loss:6.91 -- Error1:99.82
Phase:train -- Batch_idx:300/5004-- 464.22 samples/sec-- Loss:6.85 -- Error1:99.73
Phase:train -- Batch_idx:400/5004-- 469.11 samples/sec-- Loss:6.77 -- Error1:99.62
Phase:train -- Batch_idx:500/5004-- 470.56 samples/sec-- Loss:6.69 -- Error1:99.48
Phase:train -- Batch_idx:600/5004-- 473.45 samples/sec-- Loss:6.61 -- Error1:99.30
Phase:train -- Batch_idx:700/5004-- 474.20 samples/sec-- Loss:6.52 -- Error1:99.08
Phase:train -- Batch_idx:800/5004-- 474.41 samples/sec-- Loss:6.44 -- Error1:98.87
Phase:train -- Batch_idx:900/5004-- 475.04 samples/sec-- Loss:6.36 -- Error1:98.61
Phase:train -- Batch_idx:1000/5004-- 475.49 samples/sec-- Loss:6.28 -- Error1:98.32
Phase:train -- Batch_idx:1100/5004-- 475.78 samples/sec-- Loss:6.20 -- Error1:97.98
Phase:train -- Batch_idx:1200/5004-- 476.06 samples/sec-- Loss:6.13 -- Error1:97.66
Phase:train -- Batch_idx:1300/5004-- 475.25 samples/sec-- Loss:6.06 -- Error1:97.31
Phase:train -- Batch_idx:1400/5004-- 474.33 samples/sec-- Loss:5.99 -- Error1:96.95
Phase:train -- Batch_idx:1500/5004-- 473.80 samples/sec-- Loss:5.92 -- Error1:96.57
Phase:train -- Batch_idx:1600/5004-- 473.55 samples/sec-- Loss:5.86 -- Error1:96.19
Phase:train -- Batch_idx:1700/5004-- 472.70 samples/sec-- Loss:5.79 -- Error1:95.78
Phase:train -- Batch_idx:1800/5004-- 472.21 samples/sec-- Loss:5.74 -- Error1:95.39
Phase:train -- Batch_idx:1900/5004-- 472.48 samples/sec-- Loss:5.68 -- Error1:94.99
Phase:train -- Batch_idx:2000/5004-- 472.95 samples/sec-- Loss:5.62 -- Error1:94.58
Phase:train -- Batch_idx:2100/5004-- 473.10 samples/sec-- Loss:5.57 -- Error1:94.21
Phase:train -- Batch_idx:2200/5004-- 473.02 samples/sec-- Loss:5.52 -- Error1:93.82
Phase:train -- Batch_idx:2300/5004-- 473.34 samples/sec-- Loss:5.47 -- Error1:93.45
Phase:train -- Batch_idx:2400/5004-- 472.93 samples/sec-- Loss:5.42 -- Error1:93.07
Phase:train -- Batch_idx:2500/5004-- 472.71 samples/sec-- Loss:5.38 -- Error1:92.68
Phase:train -- Batch_idx:2600/5004-- 472.84 samples/sec-- Loss:5.33 -- Error1:92.33
Phase:train -- Batch_idx:2700/5004-- 472.42 samples/sec-- Loss:5.29 -- Error1:91.96
Phase:train -- Batch_idx:2800/5004-- 472.69 samples/sec-- Loss:5.25 -- Error1:91.61
Phase:train -- Batch_idx:2900/5004-- 472.95 samples/sec-- Loss:5.21 -- Error1:91.24
Phase:train -- Batch_idx:3000/5004-- 472.03 samples/sec-- Loss:5.17 -- Error1:90.87
Phase:train -- Batch_idx:3100/5004-- 471.71 samples/sec-- Loss:5.13 -- Error1:90.50
