Experiment No,momentum,width,weight_decay,learning rate,batch_size,skip connection,batch normalization,train_loss,generalization gap,$\epsilon$ sharpness,Pac Bayes,$||H||_{F}$,FRN,Classical Entropy,Local Entropy,Tr(H),Low pass filter
255,0.0,4,0.0,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
256,0.0,4,0.0001,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
257,0.0,4,0.0005,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
258,0.5,4,0.0,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
259,0.5,4,0.0001,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
260,0.5,4,0.0005,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
261,0.5,4,0.0,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
262,0.5,4,0.0001,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
263,0.5,4,0.0005,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
264,0.9,4,0.0,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
265,0.9,4,0.0001,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
266,0.9,4,0.0005,0.005,128,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
267,0.9,4,0.0,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
268,0.9,4,0.0001,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
269,0.9,4,0.0005,0.005,128,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
270,0.0,4,0.0,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
271,0.0,4,0.0001,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
272,0.0,4,0.0005,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
273,0.0,4,0.0,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
274,0.0,4,0.0001,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
275,0.0,4,0.0005,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
276,0.5,4,0.0,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
277,0.5,4,0.0001,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
278,0.5,4,0.0005,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
279,0.5,4,0.0,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
280,0.5,4,0.0001,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
281,0.5,4,0.0005,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
282,0.9,4,0.0,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
283,0.9,4,0.0001,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
284,0.9,4,0.0005,0.01,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
285,0.9,4,0.0,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
286,0.9,4,0.0001,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
287,0.9,4,0.0005,0.01,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
288,0.0,4,0.0,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
289,0.0,4,0.0001,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
290,0.0,4,0.0005,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
291,0.0,4,0.0,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
292,0.0,4,0.0001,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
293,0.0,4,0.0005,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
294,0.5,4,0.0,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
295,0.5,4,0.0001,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
296,0.5,4,0.0005,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
297,0.5,4,0.0,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
298,0.5,4,0.0001,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
299,0.5,4,0.0005,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
300,0.9,4,0.0,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
301,0.9,4,0.0001,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
302,0.9,4,0.0005,0.0075,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
303,0.9,4,0.0,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
304,0.9,4,0.0001,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
305,0.9,4,0.0005,0.0075,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
306,0.0,4,0.0,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
307,0.0,4,0.0001,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
308,0.0,4,0.0005,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
309,0.0,4,0.0,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
310,0.0,4,0.0001,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
311,0.0,4,0.0005,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
312,0.5,4,0.0,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
313,0.5,4,0.0001,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
314,0.5,4,0.0005,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
315,0.5,4,0.0,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
316,0.5,4,0.0001,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
317,0.5,4,0.0005,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
318,0.9,4,0.0,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
319,0.9,4,0.0001,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
320,0.9,4,0.0005,0.005,512,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
321,0.9,4,0.0,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
322,0.9,4,0.0001,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
323,0.9,4,0.0005,0.005,512,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,
